datei,beta,r2
Places365_val_00035279.jpg,2.966344,0.986314
Places365_val_00020572.jpg,2.400049,0.996965
Places365_val_00028795.jpg,2.672001,0.991122
Places365_val_00019726.jpg,2.434132,0.985155
Places365_val_00009668.jpg,2.315198,0.957496
Places365_val_00014595.jpg,1.069621,0.925766
Places365_val_00026763.jpg,2.859917,0.995864
Places365_val_00026856.jpg,1.782896,0.990288
Places365_val_00030462.jpg,2.489426,0.995697
Places365_val_00024355.jpg,2.815540,0.990427
Places365_val_00029685.jpg,2.505175,0.990163
Places365_val_00025546.jpg,2.634329,0.994719
Places365_val_00030238.jpg,2.555216,0.982286
Places365_val_00028555.jpg,2.472512,0.984629
Places365_val_00017347.jpg,2.196806,0.983950
Places365_val_00015485.jpg,1.908696,0.990799
Places365_val_00010722.jpg,2.199343,0.986262
Places365_val_00015630.jpg,1.795146,0.965494
Places365_val_00032449.jpg,2.375641,0.984798
Places365_val_00016439.jpg,2.520066,0.991830
Places365_val_00005233.jpg,2.189856,0.975701
Places365_val_00011170.jpg,2.752732,0.994423
Places365_val_00007643.jpg,3.402872,0.982718
Places365_val_00031253.jpg,2.777298,0.993573
Places365_val_00019283.jpg,2.615184,0.988264
Places365_val_00029894.jpg,2.586097,0.995262
Places365_val_00009251.jpg,1.423454,0.983265
Places365_val_00032566.jpg,2.115131,0.992182
Places365_val_00023588.jpg,2.837626,0.980051
Places365_val_00008286.jpg,2.000822,0.986987
Places365_val_00031250.jpg,2.701429,0.985222
Places365_val_00009442.jpg,2.197201,0.995023
Places365_val_00013796.jpg,2.226880,0.987208
Places365_val_00035069.jpg,2.379059,0.973426
Places365_val_00007638.jpg,2.749383,0.989508
Places365_val_00010444.jpg,2.650380,0.993712
Places365_val_00010418.jpg,2.767167,0.983854
Places365_val_00018882.jpg,2.344179,0.969775
Places365_val_00005186.jpg,2.563533,0.947460
Places365_val_00030282.jpg,2.252677,0.981166
Places365_val_00023041.jpg,2.437972,0.992362
Places365_val_00008588.jpg,1.444989,0.978936
Places365_val_00034611.jpg,1.678368,0.955372
Places365_val_00027568.jpg,1.884136,0.972356
Places365_val_00000476.jpg,2.361727,0.990459
Places365_val_00003969.jpg,2.452917,0.987287
Places365_val_00032007.jpg,2.370940,0.989389
Places365_val_00012444.jpg,1.653409,0.960597
Places365_val_00018237.jpg,2.836321,0.995256
Places365_val_00017205.jpg,2.312399,0.988044
Places365_val_00023393.jpg,2.283093,0.962256
Places365_val_00013488.jpg,2.055640,0.955766
Places365_val_00019804.jpg,2.748436,0.997760
Places365_val_00026021.jpg,2.608900,0.983414
Places365_val_00005355.jpg,2.482613,0.990948
Places365_val_00030837.jpg,2.771643,0.991012
Places365_val_00033735.jpg,2.259368,0.986359
Places365_val_00011511.jpg,2.409112,0.984210
Places365_val_00034672.jpg,2.175885,0.974639
Places365_val_00006741.jpg,2.315824,0.994473
Places365_val_00035307.jpg,2.137013,0.956657
Places365_val_00009923.jpg,2.771434,0.986382
Places365_val_00035713.jpg,2.235401,0.982216
Places365_val_00032641.jpg,2.256724,0.974988
Places365_val_00017455.jpg,2.329459,0.970748
Places365_val_00034838.jpg,3.161530,0.980837
Places365_val_00019683.jpg,2.412642,0.972062
Places365_val_00011808.jpg,1.548316,0.992952
Places365_val_00011572.jpg,2.399778,0.967064
Places365_val_00001660.jpg,2.209256,0.982034
Places365_val_00016972.jpg,2.935435,0.994708
Places365_val_00021646.jpg,2.110348,0.991654
Places365_val_00011361.jpg,2.048371,0.992200
Places365_val_00032167.jpg,1.989554,0.990998
Places365_val_00022292.jpg,1.848443,0.938927
Places365_val_00034164.jpg,2.287568,0.989795
Places365_val_00001849.jpg,2.341275,0.969850
Places365_val_00000361.jpg,3.018858,0.994790
Places365_val_00005640.jpg,0.870005,0.934309
Places365_val_00002926.jpg,2.683643,0.986024
Places365_val_00012207.jpg,2.408753,0.988072
Places365_val_00033249.jpg,3.025281,0.970114
Places365_val_00018262.jpg,2.707862,0.988751
Places365_val_00004028.jpg,3.033558,0.995228
Places365_val_00021472.jpg,2.420286,0.981243
Places365_val_00018335.jpg,2.336714,0.992614
Places365_val_00009159.jpg,2.507654,0.976526
Places365_val_00014118.jpg,1.998842,0.994433
Places365_val_00018120.jpg,2.060080,0.993630
Places365_val_00019064.jpg,2.641837,0.995987
Places365_val_00032553.jpg,2.152332,0.985054
Places365_val_00009064.jpg,2.458223,0.988527
Places365_val_00032022.jpg,2.672517,0.986476
Places365_val_00004652.jpg,2.750040,0.988683
Places365_val_00036283.jpg,2.720769,0.953997
Places365_val_00008583.jpg,2.209105,0.985915
Places365_val_00024482.jpg,2.346039,0.978132
Places365_val_00006151.jpg,2.019992,0.987655
Places365_val_00007218.jpg,2.211273,0.979012
Places365_val_00022978.jpg,2.151718,0.997176
Places365_val_00010759.jpg,2.760553,0.993584
Places365_val_00015896.jpg,2.331768,0.987377
Places365_val_00032117.jpg,3.291687,0.987439
Places365_val_00036086.jpg,2.716632,0.995075
Places365_val_00001742.jpg,2.526934,0.987027
Places365_val_00036061.jpg,2.054877,0.968508
Places365_val_00000187.jpg,2.283099,0.991655
Places365_val_00012020.jpg,3.104186,0.992761
Places365_val_00026835.jpg,2.994326,0.982755
Places365_val_00022070.jpg,2.215484,0.981759
Places365_val_00010656.jpg,2.887637,0.988271
Places365_val_00013716.jpg,2.340329,0.987716
Places365_val_00025191.jpg,2.734127,0.991235
Places365_val_00035754.jpg,2.118515,0.961159
Places365_val_00026453.jpg,2.710772,0.988456
Places365_val_00000401.jpg,2.439352,0.989564
Places365_val_00023814.jpg,2.960033,0.995333
Places365_val_00036064.jpg,2.457367,0.986969
Places365_val_00024102.jpg,2.629105,0.993963
Places365_val_00010059.jpg,2.110868,0.991996
Places365_val_00022014.jpg,2.815090,0.996542
Places365_val_00016071.jpg,2.834309,0.996791
Places365_val_00029786.jpg,2.133563,0.983255
Places365_val_00004771.jpg,2.444767,0.993762
Places365_val_00013579.jpg,2.480014,0.969957
Places365_val_00019690.jpg,2.309053,0.990235
Places365_val_00029575.jpg,2.335160,0.984817
Places365_val_00000076.jpg,2.255612,0.983180
Places365_val_00003134.jpg,2.788118,0.996537
Places365_val_00014438.jpg,2.122241,0.975672
Places365_val_00011332.jpg,2.396576,0.981932
Places365_val_00016223.jpg,2.201035,0.982844
Places365_val_00018993.jpg,2.187198,0.743838
Places365_val_00019024.jpg,2.249902,0.993580
Places365_val_00010621.jpg,2.389270,0.990915
Places365_val_00020534.jpg,2.476591,0.992953
Places365_val_00000197.jpg,2.365955,0.991285
Places365_val_00010263.jpg,2.679839,0.996910
Places365_val_00005652.jpg,2.377865,0.993525
Places365_val_00017577.jpg,2.612685,0.991418
Places365_val_00003770.jpg,2.342467,0.993784
Places365_val_00024924.jpg,2.390681,0.995708
Places365_val_00023711.jpg,1.969809,0.993718
Places365_val_00006648.jpg,2.744104,0.944951
Places365_val_00025804.jpg,1.895934,0.960753
Places365_val_00004737.jpg,2.208623,0.941556
Places365_val_00002580.jpg,3.005263,0.992386
Places365_val_00032355.jpg,2.401073,0.966476
Places365_val_00006469.jpg,2.173983,0.985748
Places365_val_00015508.jpg,2.743801,0.993898
Places365_val_00027058.jpg,2.362668,0.995184
Places365_val_00008274.jpg,2.068892,0.984905
Places365_val_00003559.jpg,2.081453,0.855541
Places365_val_00008193.jpg,3.803256,0.989046
Places365_val_00032289.jpg,2.650018,0.943135
Places365_val_00001709.jpg,2.764246,0.984786
Places365_val_00008584.jpg,2.267261,0.941042
Places365_val_00009252.jpg,2.323033,0.970649
Places365_val_00034940.jpg,2.579947,0.990257
Places365_val_00030991.jpg,2.504841,0.913762
Places365_val_00035388.jpg,2.380187,0.973760
Places365_val_00023025.jpg,2.335980,0.983774
Places365_val_00028079.jpg,3.013172,0.987148
Places365_val_00028964.jpg,2.042603,0.995115
Places365_val_00000101.jpg,2.483936,0.978475
Places365_val_00016239.jpg,2.618083,0.989898
Places365_val_00016676.jpg,1.897315,0.975416
Places365_val_00005832.jpg,2.795072,0.990734
Places365_val_00001045.jpg,2.360099,0.954845
Places365_val_00035221.jpg,2.334225,0.987130
Places365_val_00020491.jpg,2.444950,0.990516
Places365_val_00022320.jpg,2.516459,0.994702
Places365_val_00034033.jpg,2.824564,0.992531
Places365_val_00029465.jpg,3.308458,0.964323
Places365_val_00020634.jpg,2.405523,0.994779
Places365_val_00026351.jpg,2.983791,0.997510
Places365_val_00033577.jpg,2.428317,0.996954
Places365_val_00029488.jpg,2.320820,0.995315
Places365_val_00006196.jpg,2.102365,0.940550
Places365_val_00026838.jpg,2.645018,0.993392
Places365_val_00032608.jpg,3.899668,0.998139
Places365_val_00033811.jpg,2.252844,0.976973
Places365_val_00025397.jpg,2.467461,0.993400
Places365_val_00008857.jpg,2.947488,0.960125
Places365_val_00030725.jpg,1.679332,0.979041
Places365_val_00018547.jpg,1.927357,0.971157
Places365_val_00007808.jpg,2.554841,0.991481
Places365_val_00032507.jpg,2.542833,0.987524
Places365_val_00035732.jpg,2.524532,0.994219
Places365_val_00014075.jpg,2.777062,0.988738
Places365_val_00027322.jpg,2.604967,0.992294
Places365_val_00028218.jpg,2.482759,0.993699
Places365_val_00019496.jpg,1.998737,0.988948
Places365_val_00000525.jpg,2.618615,0.991730
Places365_val_00001693.jpg,2.130068,0.961947
Places365_val_00009760.jpg,2.144625,0.977422
Places365_val_00004112.jpg,2.356224,0.975055
Places365_val_00018536.jpg,2.533163,0.984129
Places365_val_00033201.jpg,2.813923,0.987708
Places365_val_00029337.jpg,2.558653,0.988350
Places365_val_00031361.jpg,2.417758,0.990834
Places365_val_00003409.jpg,2.534663,0.994645
Places365_val_00035461.jpg,2.114553,0.987804
Places365_val_00014162.jpg,2.353370,0.993481
Places365_val_00028742.jpg,2.636259,0.994569
Places365_val_00012916.jpg,2.087334,0.994460
Places365_val_00017965.jpg,2.719978,0.983086
Places365_val_00023342.jpg,3.257149,0.987350
Places365_val_00035238.jpg,2.490901,0.992512
Places365_val_00007345.jpg,3.265902,0.994257
Places365_val_00022509.jpg,2.352846,0.981819
Places365_val_00035653.jpg,2.621272,0.990605
Places365_val_00001825.jpg,1.919738,0.979420
Places365_val_00010650.jpg,2.882426,0.986091
Places365_val_00006923.jpg,2.631694,0.991745
Places365_val_00031021.jpg,2.497839,0.990417
Places365_val_00036017.jpg,2.788161,0.994844
Places365_val_00033303.jpg,2.122525,0.978452
Places365_val_00023205.jpg,1.895059,0.993562
Places365_val_00010966.jpg,2.772026,0.992609
Places365_val_00008925.jpg,3.158337,0.992452
Places365_val_00032121.jpg,2.072472,0.992151
Places365_val_00015244.jpg,2.724212,0.993707
Places365_val_00012793.jpg,3.028371,0.996330
Places365_val_00001205.jpg,2.860230,0.996135
Places365_val_00007975.jpg,2.253398,0.984539
Places365_val_00013907.jpg,2.316511,0.992850
Places365_val_00029869.jpg,2.789258,0.994263
Places365_val_00025353.jpg,2.082843,0.978666
Places365_val_00006403.jpg,2.956576,0.981283
Places365_val_00024846.jpg,2.498400,0.980883
Places365_val_00013878.jpg,1.944531,0.931652
Places365_val_00016243.jpg,2.425248,0.994841
Places365_val_00007007.jpg,2.631739,0.996327
Places365_val_00028704.jpg,2.547961,0.995011
Places365_val_00025013.jpg,1.982428,0.986384
Places365_val_00019107.jpg,1.721998,0.987943
Places365_val_00004761.jpg,3.077447,0.969642
Places365_val_00017546.jpg,2.527022,0.977034
Places365_val_00029061.jpg,1.758573,0.963521
Places365_val_00014008.jpg,2.503596,0.995642
Places365_val_00020370.jpg,2.405319,0.988090
Places365_val_00002956.jpg,3.016740,0.995373
Places365_val_00005089.jpg,2.987481,0.993159
Places365_val_00033884.jpg,3.093217,0.987168
Places365_val_00002228.jpg,2.494100,0.980033
Places365_val_00012953.jpg,2.645409,0.997797
Places365_val_00025330.jpg,2.316235,0.985255
Places365_val_00018276.jpg,2.697966,0.996250
Places365_val_00035782.jpg,2.628173,0.997891
Places365_val_00001052.jpg,2.237018,0.985832
Places365_val_00031979.jpg,1.827020,0.978044
Places365_val_00000658.jpg,2.721391,0.989717
Places365_val_00014218.jpg,1.995287,0.985898
Places365_val_00017520.jpg,2.584857,0.994941
Places365_val_00008424.jpg,2.152888,0.985476
Places365_val_00016682.jpg,2.700071,0.982624
Places365_val_00031834.jpg,2.420657,0.988152
Places365_val_00032229.jpg,2.576361,0.996753
Places365_val_00008144.jpg,2.537890,0.989377
Places365_val_00013506.jpg,2.786305,0.992221
Places365_val_00008941.jpg,2.188458,0.991760
Places365_val_00033227.jpg,2.508719,0.980593
Places365_val_00014474.jpg,3.140939,0.996434
Places365_val_00004574.jpg,2.335401,0.991274
Places365_val_00023254.jpg,1.665574,0.971628
Places365_val_00025767.jpg,2.062909,0.992415
Places365_val_00006830.jpg,2.367443,0.983959
Places365_val_00025185.jpg,2.882704,0.996196
Places365_val_00018123.jpg,2.286299,0.986672
Places365_val_00010023.jpg,2.294353,0.955950
Places365_val_00010616.jpg,2.363245,0.941927
Places365_val_00011109.jpg,2.690206,0.996263
Places365_val_00031831.jpg,2.568677,0.989687
Places365_val_00002059.jpg,2.527446,0.995718
Places365_val_00000059.jpg,2.361210,0.985084
Places365_val_00009397.jpg,2.614742,0.961145
Places365_val_00008007.jpg,2.202072,0.983733
Places365_val_00004833.jpg,2.551255,0.990877
Places365_val_00030569.jpg,2.301229,0.992038
Places365_val_00010128.jpg,1.992567,0.982978
Places365_val_00026396.jpg,2.254813,0.976619
Places365_val_00014345.jpg,1.878983,0.976260
Places365_val_00020332.jpg,2.671315,0.985993
Places365_val_00010924.jpg,2.506673,0.988052
Places365_val_00030906.jpg,2.461031,0.989838
Places365_val_00033701.jpg,2.406082,0.994387
Places365_val_00029617.jpg,2.713838,0.994441
Places365_val_00035977.jpg,1.777050,0.993159
Places365_val_00012680.jpg,2.333057,0.982202
Places365_val_00026293.jpg,2.575508,0.984111
Places365_val_00018163.jpg,1.986915,0.983664
Places365_val_00026571.jpg,2.355002,0.988753
Places365_val_00012263.jpg,2.163284,0.980108
Places365_val_00015576.jpg,2.475077,0.988237
Places365_val_00004984.jpg,2.558166,0.995212
Places365_val_00007177.jpg,2.315865,0.976508
Places365_val_00029579.jpg,2.446633,0.957276
Places365_val_00010610.jpg,2.898177,0.988999
Places365_val_00022222.jpg,2.452090,0.994513
Places365_val_00016611.jpg,2.530727,0.993615
Places365_val_00017058.jpg,2.025422,0.969146
Places365_val_00021398.jpg,2.300932,0.985472
Places365_val_00001615.jpg,2.104028,0.987107
Places365_val_00019035.jpg,2.207366,0.990354
Places365_val_00016669.jpg,2.619805,0.990481
Places365_val_00005050.jpg,2.735581,0.988113
Places365_val_00016209.jpg,2.664012,0.992568
Places365_val_00011575.jpg,2.390728,0.975302
Places365_val_00031723.jpg,2.430917,0.989056
Places365_val_00028963.jpg,2.421217,0.981286
Places365_val_00004532.jpg,3.202759,0.995314
Places365_val_00008324.jpg,2.482999,0.992323
Places365_val_00016509.jpg,2.870158,0.998042
Places365_val_00025845.jpg,2.746780,0.992317
Places365_val_00014506.jpg,2.254463,0.995417
Places365_val_00004860.jpg,1.963185,0.946746
Places365_val_00030841.jpg,2.911646,0.992090
Places365_val_00016435.jpg,2.105351,0.966726
Places365_val_00030095.jpg,2.319181,0.993566
Places365_val_00018579.jpg,3.001633,0.967422
Places365_val_00014651.jpg,2.489178,0.993346
Places365_val_00026422.jpg,2.325308,0.993825
Places365_val_00003627.jpg,2.314472,0.974355
Places365_val_00000875.jpg,2.148501,0.987448
Places365_val_00010305.jpg,2.692604,0.982489
Places365_val_00001658.jpg,2.587355,0.988970
Places365_val_00024430.jpg,2.518810,0.987992
Places365_val_00004192.jpg,2.463062,0.975130
Places365_val_00025108.jpg,2.638323,0.990138
Places365_val_00016492.jpg,2.376227,0.988311
Places365_val_00001285.jpg,3.053835,0.992837
Places365_val_00024954.jpg,2.616280,0.998233
Places365_val_00030274.jpg,2.591586,0.991022
Places365_val_00020856.jpg,2.611980,0.989177
Places365_val_00032786.jpg,3.046449,0.988745
Places365_val_00006762.jpg,3.317186,0.994517
Places365_val_00024445.jpg,2.426855,0.994270
Places365_val_00008086.jpg,3.179960,0.991570
Places365_val_00016870.jpg,1.930216,0.985055
Places365_val_00002809.jpg,2.256252,0.963609
Places365_val_00010281.jpg,2.514862,0.989457
Places365_val_00012157.jpg,2.067007,0.945393
Places365_val_00008448.jpg,2.579569,0.992590
Places365_val_00017085.jpg,1.869811,0.974428
Places365_val_00008754.jpg,2.123413,0.992959
Places365_val_00034130.jpg,3.278026,0.996898
Places365_val_00012967.jpg,2.350718,0.973979
Places365_val_00005818.jpg,2.147757,0.996438
Places365_val_00020358.jpg,2.969924,0.997777
Places365_val_00002438.jpg,1.818913,0.993194
Places365_val_00001535.jpg,2.550167,0.991118
Places365_val_00030775.jpg,1.804524,0.972190
Places365_val_00016720.jpg,3.063012,0.981850
Places365_val_00015279.jpg,2.643426,0.948610
Places365_val_00004802.jpg,2.430792,0.993321
Places365_val_00001960.jpg,2.485802,0.994527
Places365_val_00032952.jpg,1.924238,0.982485
Places365_val_00013590.jpg,1.932411,0.989895
Places365_val_00013094.jpg,2.678016,0.996747
Places365_val_00033603.jpg,2.589327,0.995750
Places365_val_00032544.jpg,3.245884,0.985164
Places365_val_00024672.jpg,2.487180,0.994612
Places365_val_00033737.jpg,1.955274,0.896028
Places365_val_00010181.jpg,2.295957,0.985064
Places365_val_00017765.jpg,2.450127,0.987223
Places365_val_00025844.jpg,2.678004,0.986485
Places365_val_00017515.jpg,2.462788,0.995875
Places365_val_00007772.jpg,2.527496,0.991842
Places365_val_00025857.jpg,1.576512,0.986088
Places365_val_00020378.jpg,2.038610,0.991419
Places365_val_00010413.jpg,2.799606,0.992694
Places365_val_00018224.jpg,2.157688,0.982167
Places365_val_00016170.jpg,2.598673,0.997567
Places365_val_00020986.jpg,2.263000,0.972713
Places365_val_00006786.jpg,2.214180,0.993475
Places365_val_00007608.jpg,3.206746,0.963524
Places365_val_00007486.jpg,2.788529,0.997112
Places365_val_00034832.jpg,2.965644,0.996046
Places365_val_00014888.jpg,2.154666,0.992182
Places365_val_00031594.jpg,2.824769,0.994413
Places365_val_00000119.jpg,2.413107,0.992273
Places365_val_00004358.jpg,1.857714,0.994644
Places365_val_00030145.jpg,3.047523,0.989603
Places365_val_00012467.jpg,2.317022,0.985109
Places365_val_00003208.jpg,2.358076,0.991883
Places365_val_00019006.jpg,2.644622,0.990820
Places365_val_00015070.jpg,2.413258,0.995875
Places365_val_00018792.jpg,1.970563,0.863249
Places365_val_00019431.jpg,2.457966,0.993033
Places365_val_00000794.jpg,2.609372,0.994775
Places365_val_00033716.jpg,2.539752,0.993809
Places365_val_00021490.jpg,2.797600,0.991656
Places365_val_00001298.jpg,2.306186,0.983657
Places365_val_00031530.jpg,2.862642,0.992380
Places365_val_00027005.jpg,2.481109,0.988288
Places365_val_00013239.jpg,2.112859,0.990771
Places365_val_00027059.jpg,2.242318,0.993130
Places365_val_00033188.jpg,2.336651,0.982677
Places365_val_00023794.jpg,2.554553,0.991747
Places365_val_00036288.jpg,2.479985,0.984448
Places365_val_00019824.jpg,2.530702,0.989723
Places365_val_00035406.jpg,2.752817,0.976330
Places365_val_00020494.jpg,2.518064,0.995543
Places365_val_00013564.jpg,2.363514,0.974128
Places365_val_00033242.jpg,2.807780,0.981059
Places365_val_00004448.jpg,2.465435,0.982390
Places365_val_00019372.jpg,2.260298,0.991101
Places365_val_00013114.jpg,1.352993,0.618375
Places365_val_00012464.jpg,2.519672,0.997474
Places365_val_00007024.jpg,1.927186,0.978911
Places365_val_00010450.jpg,2.258978,0.993146
Places365_val_00031126.jpg,2.404116,0.984649
Places365_val_00024782.jpg,1.929307,0.983069
Places365_val_00009496.jpg,3.135922,0.891612
Places365_val_00020701.jpg,3.559569,0.997456
Places365_val_00004664.jpg,2.840190,0.998419
Places365_val_00011674.jpg,3.009936,0.982538
Places365_val_00009111.jpg,2.725599,0.995042
Places365_val_00015722.jpg,3.001959,0.989170
Places365_val_00029732.jpg,2.934382,0.996130
Places365_val_00020309.jpg,2.609986,0.993588
Places365_val_00019830.jpg,2.275395,0.992942
Places365_val_00025256.jpg,2.925179,0.995986
Places365_val_00022588.jpg,2.317043,0.990890
Places365_val_00014723.jpg,2.489272,0.975636
Places365_val_00013895.jpg,2.553691,0.994202
Places365_val_00001625.jpg,2.811850,0.986432
Places365_val_00016766.jpg,1.796170,0.990386
Places365_val_00017369.jpg,2.169630,0.990615
Places365_val_00019166.jpg,2.404442,0.986281
Places365_val_00024034.jpg,3.038292,0.986857
Places365_val_00035725.jpg,2.332611,0.990525
Places365_val_00033823.jpg,3.501455,0.991476
Places365_val_00013054.jpg,2.339351,0.994364
Places365_val_00029265.jpg,2.597423,0.995050
Places365_val_00011086.jpg,2.139073,0.986811
Places365_val_00013957.jpg,2.635135,0.985032
Places365_val_00020812.jpg,1.979699,0.991761
Places365_val_00009117.jpg,2.670337,0.987248
Places365_val_00031625.jpg,2.272460,0.995190
Places365_val_00025213.jpg,2.520214,0.976845
Places365_val_00022380.jpg,2.023895,0.967453
Places365_val_00031282.jpg,2.609140,0.992684
Places365_val_00003990.jpg,2.324715,0.993427
Places365_val_00023812.jpg,2.918634,0.970485
Places365_val_00032027.jpg,2.548797,0.977234
Places365_val_00001456.jpg,3.080835,0.990589
Places365_val_00026884.jpg,1.591172,0.959658
Places365_val_00022010.jpg,2.525596,0.988864
Places365_val_00005478.jpg,2.671587,0.995366
Places365_val_00024413.jpg,2.390018,0.995347
Places365_val_00034626.jpg,2.029275,0.956546
Places365_val_00002987.jpg,2.688912,0.997218
Places365_val_00022721.jpg,2.463688,0.975154
Places365_val_00007075.jpg,2.059567,0.995086
Places365_val_00016629.jpg,3.362373,0.975260
Places365_val_00028315.jpg,2.302933,0.946369
Places365_val_00012380.jpg,3.009015,0.994840
Places365_val_00022671.jpg,2.469519,0.990213
Places365_val_00024635.jpg,2.710422,0.992121
Places365_val_00014254.jpg,2.044376,0.993060
Places365_val_00026713.jpg,2.727122,0.983200
Places365_val_00021483.jpg,2.790558,0.995597
Places365_val_00005348.jpg,2.407185,0.968629
Places365_val_00002184.jpg,2.538673,0.993216
Places365_val_00020705.jpg,2.773562,0.993117
Places365_val_00012946.jpg,2.444783,0.950402
Places365_val_00026577.jpg,2.797940,0.972277
Places365_val_00019853.jpg,2.441646,0.992984
Places365_val_00024825.jpg,2.488985,0.991066
Places365_val_00004725.jpg,2.904945,0.994723
Places365_val_00035835.jpg,2.682986,0.991162
Places365_val_00011247.jpg,2.200717,0.978254
Places365_val_00006230.jpg,2.978007,0.989168
Places365_val_00003606.jpg,3.149288,0.995821
Places365_val_00006592.jpg,2.272589,0.977734
Places365_val_00006090.jpg,2.512401,0.994873
Places365_val_00023765.jpg,2.163877,0.979940
Places365_val_00012465.jpg,2.218992,0.975529
Places365_val_00019266.jpg,2.586081,0.970279
Places365_val_00010256.jpg,3.451018,0.990956
Places365_val_00025101.jpg,2.554759,0.972908
Places365_val_00033044.jpg,2.588187,0.990287
Places365_val_00028217.jpg,2.462557,0.987180
Places365_val_00019503.jpg,2.516647,0.987802
Places365_val_00029074.jpg,2.813749,0.980550
Places365_val_00011878.jpg,2.551056,0.994023
Places365_val_00001094.jpg,2.364920,0.995985
Places365_val_00002514.jpg,2.341255,0.994336
Places365_val_00022800.jpg,2.938323,0.991957
Places365_val_00016438.jpg,2.765820,0.975350
Places365_val_00007060.jpg,2.778336,0.993245
Places365_val_00020906.jpg,2.382884,0.983115
Places365_val_00027937.jpg,2.646795,0.994647
Places365_val_00017958.jpg,2.627699,0.976873
Places365_val_00027381.jpg,2.433276,0.992208
Places365_val_00005736.jpg,2.023874,0.989706
Places365_val_00034820.jpg,2.148271,0.987714
Places365_val_00015052.jpg,2.560401,0.993502
Places365_val_00021011.jpg,2.317811,0.985854
Places365_val_00022467.jpg,2.599354,0.994155
Places365_val_00014129.jpg,1.644259,0.929025
Places365_val_00017947.jpg,3.070905,0.996524
Places365_val_00013530.jpg,2.769706,0.989253
Places365_val_00000995.jpg,1.896671,0.986533
Places365_val_00013158.jpg,2.617787,0.989049
Places365_val_00023709.jpg,2.323014,0.995916
Places365_val_00030179.jpg,1.681737,0.884833
Places365_val_00035073.jpg,3.062049,0.988345
Places365_val_00013042.jpg,2.372182,0.995126
Places365_val_00030397.jpg,2.131156,0.896298
Places365_val_00032826.jpg,2.692587,0.963541
Places365_val_00015250.jpg,3.022895,0.990167
Places365_val_00009990.jpg,2.377571,0.990674
Places365_val_00017385.jpg,2.790831,0.990664
Places365_val_00029513.jpg,2.331002,0.992072
Places365_val_00001690.jpg,2.395904,0.991977
Places365_val_00029669.jpg,2.602943,0.990690
Places365_val_00030670.jpg,2.541718,0.991155
Places365_val_00003288.jpg,2.597240,0.985888
Places365_val_00032894.jpg,2.928982,0.985488
Places365_val_00034307.jpg,2.847127,0.959998
Places365_val_00011036.jpg,2.370560,0.980116
Places365_val_00002682.jpg,2.224684,0.789455
Places365_val_00004262.jpg,2.723816,0.960704
Places365_val_00027828.jpg,3.259441,0.996104
Places365_val_00023683.jpg,3.090699,0.961079
Places365_val_00003454.jpg,2.205653,0.988366
Places365_val_00002509.jpg,2.697140,0.995847
Places365_val_00008367.jpg,2.318768,0.983142
Places365_val_00025791.jpg,2.118855,0.987657
Places365_val_00027120.jpg,2.032679,0.975649
Places365_val_00027873.jpg,2.780570,0.985307
Places365_val_00028582.jpg,1.726259,0.980098
Places365_val_00028172.jpg,2.596593,0.984597
Places365_val_00013314.jpg,2.198519,0.986820
Places365_val_00001869.jpg,2.225876,0.993276
Places365_val_00024658.jpg,2.340394,0.977507
Places365_val_00032670.jpg,2.461369,0.992801
Places365_val_00015973.jpg,2.476795,0.978358
Places365_val_00034343.jpg,2.923307,0.993432
Places365_val_00003325.jpg,3.003127,0.979253
Places365_val_00010731.jpg,2.247044,0.989596
Places365_val_00034575.jpg,2.832184,0.970832
Places365_val_00002596.jpg,2.399634,0.993171
Places365_val_00014693.jpg,2.906798,0.996687
Places365_val_00008896.jpg,1.923191,0.984471
Places365_val_00018027.jpg,2.552756,0.995007
Places365_val_00002421.jpg,2.583707,0.943337
Places365_val_00015160.jpg,2.583477,0.960828
Places365_val_00015019.jpg,2.779235,0.995201
Places365_val_00010502.jpg,2.793294,0.998613
Places365_val_00021560.jpg,2.748089,0.994491
Places365_val_00012269.jpg,2.651395,0.998282
Places365_val_00000181.jpg,2.205488,0.957405
Places365_val_00008122.jpg,2.324175,0.989494
Places365_val_00030327.jpg,1.495225,0.833232
Places365_val_00025919.jpg,2.511852,0.992924
Places365_val_00017045.jpg,2.284367,0.991101
Places365_val_00004249.jpg,2.384144,0.993618
Places365_val_00033298.jpg,2.237266,0.967460
Places365_val_00035016.jpg,2.907847,0.992227
Places365_val_00029374.jpg,1.873845,0.946250
Places365_val_00035431.jpg,2.953366,0.998277
Places365_val_00005022.jpg,2.014651,0.991808
Places365_val_00017997.jpg,2.657345,0.986590
Places365_val_00032267.jpg,2.511475,0.986969
Places365_val_00029919.jpg,2.624989,0.993176
Places365_val_00020311.jpg,2.969057,0.988755
Places365_val_00032961.jpg,2.650300,0.992888
Places365_val_00001518.jpg,2.516749,0.976866
Places365_val_00034619.jpg,3.140111,0.977056
Places365_val_00023713.jpg,2.612240,0.991870
Places365_val_00026258.jpg,2.476828,0.976657
Places365_val_00003567.jpg,2.354064,0.988962
Places365_val_00022328.jpg,2.087319,0.960066
Places365_val_00036399.jpg,2.340699,0.993638
Places365_val_00017119.jpg,2.819015,0.981351
Places365_val_00008683.jpg,2.046525,0.967165
Places365_val_00005199.jpg,2.749941,0.994757
Places365_val_00012361.jpg,2.257806,0.990987
